"Group","Database","Category","a","b","c","d","Odds ratio","p-value","q-value"
"group2","pathway_id","120 Primary bile acid biosynthesis",3,1200,33,17338,1.31346156717764,0.504851035396251,1
"group2","pathway_id","121 Secondary bile acid biosynthesis",3,1200,28,17343,1.54841687143538,0.450635548372442,1
"group2","pathway_id","130 Ubiquinone and other terpenoid-quinone biosynthesis",24,1179,426,16945,0.809704879180668,0.382021925815084,0.999701408441045
"group2","pathway_id","140 C21-Steroid hormone metabolism",6,1197,27,17344,3.21955270852288,0.0178825237250154,0.182871283120898
"group2","pathway_id","190 Oxidative phosphorylation",39,1164,613,16758,0.915953171888723,0.685190770489107,1
"group2","pathway_id","195 Photosynthesis",27,1176,435,16936,0.893877680908244,0.632888711602462,1
"group2","pathway_id","196 Photosynthesis - antenna proteins",3,1200,0,17371,Inf,0.000271060932139838,0.00548261918543617
"group2","pathway_id","20 Citrate cycle (TCA cycle)",162,1041,2383,14988,0.978776116806692,0.828519114696246,1
"group2","pathway_id","230 Purine metabolism",181,1022,2862,14509,0.897838299508961,0.211720362547847,0.764406555510521
"group2","pathway_id","231 Puromycin biosynthesis",12,1191,185,17186,0.935994830251196,1,1
"group2","pathway_id","240 Pyrimidine metabolism",120,1083,1896,15475,0.904345381201173,0.337707785071719,0.972810078022731
"group2","pathway_id","250 Alanine, aspartate and glutamate metabolism",63,1140,862,16509,1.05841478530991,0.680701436393153,1
"group2","pathway_id","253 Tetracycline biosynthesis",27,1176,453,16918,0.857444946012613,0.510439627641679,1
"group2","pathway_id","260 Glycine, serine and threonine metabolism",72,1131,801,16570,1.31689539185629,0.0342852808486604,0.275864644366914
"group2","pathway_id","270 Cysteine and methionine metabolism",81,1122,1111,16260,1.0565850566036,0.626626810168195,1
"group2","pathway_id","280 Valine, leucine and isoleucine degradation",6,1197,222,17149,0.387220132851358,0.0140316221094699,0.150427924927973
"group2","pathway_id","281 Geraniol degradation",0,1203,37,17334,0,0.172149536982552,0.683943328318181
"group2","pathway_id","290 Valine, leucine and isoleucine biosynthesis",33,1170,221,17150,2.18863486397769,0.000145943231702669,0.00331862218176069
"group2","pathway_id","30 Pentose phosphate pathway",392,811,6082,11289,0.8971599828215,0.0911454776092379,0.505376585051844
"group2","pathway_id","300 Lysine biosynthesis",39,1164,493,16878,1.14704917503406,0.420454232923648,1
"group2","pathway_id","310 Lysine degradation",6,1197,197,17174,0.436994576273712,0.0429302583621685,0.3226824020136
"group2","pathway_id","311 Penicillin and cephalosporin biosynthesis",0,1203,1,17370,0,1,1
"group2","pathway_id","312 beta-Lactam resistance",0,1203,1,17370,0,1,1
"group2","pathway_id","330 Arginine and proline metabolism",64,1139,827,16544,1.12404224759442,0.36481022665574,0.997875646321685
"group2","pathway_id","340 Histidine metabolism",39,1164,521,16850,1.08357407140261,0.601225936816115,1
"group2","pathway_id","350 Tyrosine metabolism",45,1158,694,16677,0.93381859662797,0.760063197856858,1
"group2","pathway_id","360 Phenylalanine metabolism",42,1161,628,16743,0.964475387797371,0.936206625026028,1
"group2","pathway_id","361 gamma-Hexachlorocyclohexane degradation",6,1197,62,17309,1.39934407715171,0.451782518328392,1
"group2","pathway_id","362 Benzoate degradation via hydroxylation",27,1176,282,17089,1.3912716306744,0.10301132413434,0.547350446525136
"group2","pathway_id","363 Bisphenol A degradation",6,1197,21,17350,4.14095117650964,0.00664825099422729,0.0827865540471636
"group2","pathway_id","364 Fluorobenzoate degradation",6,1197,2,17369,43.4920342739757,1.82349349940936e-06,5.96054437619435e-05
"group2","pathway_id","380 Tryptophan metabolism",15,1188,338,17033,0.636266819842322,0.100214306593534,0.534038684772821
"group2","pathway_id","40 Pentose and glucuronate interconversions",309,894,4294,13077,1.05260982909193,0.447701355308662,1
"group2","pathway_id","400 Phenylalanine, tyrosine and tryptophan biosynthesis",69,1134,836,16535,1.20345255561894,0.14630066775623,0.649339582738141
"group2","pathway_id","401 Novobiocin biosynthesis",24,1179,271,17100,1.28445018962262,0.233068201818339,0.781106873435114
"group2","pathway_id","4070 Phosphatidylinositol signaling system",6,1197,104,17267,0.832225916427032,0.845756228704797,1
"group2","pathway_id","410 beta-Alanine metabolism",0,1203,19,17352,0,0.631161898314408,1
"group2","pathway_id","4150 mTOR signaling pathway",6,1197,36,17335,2.41365417914007,0.0519468312145507,0.359503495418658
"group2","pathway_id","430 Taurine and hypotaurine metabolism",6,1197,107,17264,0.808751253683257,0.846876293039088,1
"group2","pathway_id","440 Phosphonate and phosphinate metabolism",3,1200,68,17303,0.636134978408919,0.628114748175906,1
"group2","pathway_id","450 Selenoamino acid metabolism",39,1164,479,16892,1.18155151847856,0.318866723201145,0.944474978672647
"group2","pathway_id","460 Cyanoamino acid metabolism",9,1194,78,17293,1.6710774694987,0.182955147235076,0.696981055179618
"group2","pathway_id","4660 T cell receptor signaling pathway",6,1197,68,17303,1.27544795256828,0.480282833147081,1
"group2","pathway_id","471 D-Glutamine and D-glutamate metabolism",9,1194,156,17215,0.831803782776698,0.74996633647309,1
"group2","pathway_id","473 D-Alanine metabolism",6,1197,104,17267,0.832225916427032,0.845756228704797,1
"group2","pathway_id","480 Glutathione metabolism",30,1173,340,17031,1.28108392338787,0.199631265734829,0.741979760259095
"group2","pathway_id","500 Starch and sucrose metabolism",79,1124,954,16417,1.2094867080954,0.118350564219233,0.590301656139798
"group2","pathway_id","51 Fructose and mannose metabolism",57,1146,759,16612,1.08856713506698,0.560228195347344,1
"group2","pathway_id","510 N-Glycan biosynthesis",0,1203,4,17367,0,1,1
"group2","pathway_id","512 O-Glycan biosynthesis",12,1191,97,17274,1.79420683917439,0.0740807194284963,0.434630631134175
"group2","pathway_id","513 High-mannose type N-glycan biosynthesis",18,1185,212,17159,1.22943201618268,0.416509542669076,1
"group2","pathway_id","52 Galactose metabolism",154,1049,2086,15285,1.07572756159618,0.410045356542279,1
"group2","pathway_id","520 Amino sugar and nucleotide sugar metabolism",81,1122,1200,16171,0.972854587131236,0.859998530742289,1
"group2","pathway_id","521 Streptomycin biosynthesis",24,1179,335,17036,1.03519779569655,0.828592803170154,1
"group2","pathway_id","522 Biosynthesis of 12-, 14- and 16-membered macrolides",24,1179,336,17035,1.03205500629655,0.829012600464606,1
"group2","pathway_id","523 Polyketide sugar unit biosynthesis",18,1185,157,17214,1.66540217612957,0.0448465278215116,0.329177097258049
"group2","pathway_id","53 Ascorbate and aldarate metabolism",60,1143,895,16476,0.966349099810683,0.892531410064756,1
"group2","pathway_id","531 Glycosaminoglycan degradation",24,1179,260,17111,1.33964392550074,0.179956124722128,0.689863217390273
"group2","pathway_id","540 Lipopolysaccharide biosynthesis",18,1185,247,17124,1.05309927749979,0.801207133543621,1
"group2","pathway_id","550 Peptidoglycan biosynthesis",54,1149,815,16556,0.954710683642808,0.832162709881482,1
"group2","pathway_id","561 Glycerolipid metabolism",27,1176,265,17106,1.48198531304878,0.0705345973686157,0.419199936633932
"group2","pathway_id","562 Inositol phosphate metabolism",15,1188,159,17212,1.36677704350337,0.275283041829962,0.846900181629824
"group2","pathway_id","563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis",12,1191,97,17274,1.79420683917439,0.0740807194284963,0.434630631134175
"group2","pathway_id","564 Glycerophospholipid metabolism",36,1167,593,16778,0.872802045634595,0.509144835261952,1
"group2","pathway_id","565 Ether lipid metabolism",9,1194,184,17187,0.704071955905925,0.377110304003423,0.998613154674052
"group2","pathway_id","591 Linoleic acid metabolism",6,1197,20,17351,4.34806886056865,0.00546494472558228,0.0714541522869883
"group2","pathway_id","592 alpha-Linolenic acid metabolism",9,1194,185,17186,0.700225178104528,0.377572549159846,0.998613154674052
"group2","pathway_id","600 Sphingolipid metabolism",42,1161,365,17006,1.68542544037898,0.00292846267250703,0.0437595993634622
"group2","pathway_id","601 Glycosphingolipid biosynthesis - lacto and neolacto series",15,1188,149,17222,1.45934283245119,0.152823849662797,0.67246167501863
"group2","pathway_id","603 Glycosphingolipid biosynthesis - globo series",21,1182,189,17182,1.6150892070667,0.046766980980346,0.330743724221111
"group2","pathway_id","604 Glycosphingolipid biosynthesis - ganglio series",39,1164,455,16916,1.2456379901302,0.194195142773957,0.726941122387992
"group2","pathway_id","61 Fatty acid biosynthesis",51,1152,627,16744,1.18223784980595,0.265164731043692,0.835428640577415
"group2","pathway_id","62 Fatty acid elongation in mitochondria",93,1110,1470,15901,0.906277924106728,0.420333732151499,1
"group2","pathway_id","620 Pyruvate metabolism",33,1170,650,16721,0.725605654882215,0.080938103364266,0.465903139019776
"group2","pathway_id","621 Biphenyl degradation",3,1200,53,17318,0.816888082518845,1,1
"group2","pathway_id","622 Toluene and xylene degradation",9,1194,73,17298,1.78604803399466,0.110158919832227,0.576131150722547
"group2","pathway_id","623 2,4-Dichlorobenzoate degradation",12,1191,252,17119,0.68445025285612,0.255114624344094,0.816411398359902
"group2","pathway_id","624 1- and 2-Methylnaphthalene degradation",15,1188,292,17079,0.738499990287043,0.292766067313133,0.885067359565136
"group2","pathway_id","625 Tetrachloroethene degradation",15,1188,133,17238,1.63641247296474,0.0898550633309285,0.502228071533632
"group2","pathway_id","626 Naphthalene and anthracene degradation",12,1191,223,17148,0.77477653616647,0.503320890348028,1
"group2","pathway_id","627 1,4-Dichlorobenzene degradation",21,1182,451,16920,0.666521240631722,0.0716648642732577,0.424473535296228
"group2","pathway_id","630 Glyoxylate and dicarboxylate metabolism",21,1182,349,17022,0.866536461367297,0.594248676804801,1
"group2","pathway_id","633 Trinitrotoluene degradation",12,1191,155,17216,1.11909049919128,0.636618373393925,1
"group2","pathway_id","640 Propanoate metabolism",24,1179,397,16974,0.87034377826774,0.615845255959883,1
"group2","pathway_id","642 Ethylbenzene degradation",6,1197,173,17198,0.498286561903364,0.0930755885491114,0.514727688335796
"group2","pathway_id","650 Butanoate metabolism",33,1170,525,16846,0.905035349317545,0.662168026132701,1
"group2","pathway_id","660 C5-Branched dibasic acid metabolism",18,1185,146,17225,1.79201835154439,0.0249556831688986,0.214466563571215
"group2","pathway_id","670 One carbon pool by folate",24,1179,387,16984,0.893360372217541,0.685025522662098,1
"group2","pathway_id","680 Methane metabolism",60,1143,1014,16357,0.846765104654583,0.249929526231349,0.80262455748506
"group2","pathway_id","71 Fatty acid metabolism",69,1134,1124,16247,0.879503137676074,0.331100664457486,0.962795498474072
"group2","pathway_id","710 Carbon fixation in photosynthetic organisms",45,1158,660,16711,0.98392670947201,1,1
"group2","pathway_id","72 Synthesis and degradation of ketone bodies",45,1158,636,16735,1.02252426441377,0.873872889450655,1
"group2","pathway_id","720 Reductive carboxylate cycle (CO2 fixation)",45,1158,604,16767,1.07878370918606,0.625862265463603,1
"group2","pathway_id","730 Thiamine metabolism",21,1182,393,16978,0.767523343876721,0.26711808831252,0.839415726448185
"group2","pathway_id","740 Riboflavin metabolism",6,1197,72,17299,1.20431590927206,0.641199097167843,1
"group2","pathway_id","750 Vitamin B6 metabolism",12,1191,86,17285,2.02497245613351,0.0351874017115936,0.280045821013357
"group2","pathway_id","760 Nicotinate and nicotinamide metabolism",51,1152,555,16816,1.34133628074243,0.0533081424111344,0.365586087776402
"group2","pathway_id","770 Pantothenate and CoA biosynthesis",36,1167,477,16894,1.09252845741616,0.585328075546584,1
"group2","pathway_id","780 Biotin metabolism",12,1191,269,17102,0.640554847226309,0.142834191058609,0.637702406665326
"group2","pathway_id","790 Folate biosynthesis",21,1182,337,17034,0.898026240950914,0.744635520518523,1
"group2","pathway_id","791 Atrazine degradation",3,1200,54,17317,0.801713847949683,1,1
"group2","pathway_id","830 Retinol metabolism",12,1191,101,17270,1.7227529182917,0.0819545735969178,0.469539427133515
"group2","pathway_id","860 Porphyrin and chlorophyll metabolism",30,1173,594,16777,0.722336518854662,0.0972266930190079,0.524035614973622
"group2","pathway_id","900 Terpenoid backbone biosynthesis",27,1176,408,16963,0.954551924381051,0.921415028213499,1
"group2","pathway_id","903 Limonene and pinene degradation",9,1194,175,17196,0.74067126257129,0.45293266574638,1
"group2","pathway_id","904 Diterpenoid biosynthesis",6,1197,141,17230,0.612516435037046,0.310803212165121,0.928099967158653
"group2","pathway_id","906 Carotenoid biosynthesis",18,1185,238,17133,1.09345032579228,0.700531898587462,1
"group2","pathway_id","908 Zeatin biosynthesis",15,1188,102,17269,2.13753259049053,0.0120756201264474,0.132759295143916
"group2","pathway_id","910 Nitrogen metabolism",24,1179,258,17113,1.35018526182282,0.177896362934772,0.684116160403572
"group2","pathway_id","920 Sulfur metabolism",15,1188,152,17219,1.43029411150687,0.203035319818608,0.749306759935407
"group2","pathway_id","930 Caprolactam degradation",6,1197,7,17364,12.4295898149768,8.42249127248496e-05,0.0020340635397443
"group2","pathway_id","940 Phenylpropanoid biosynthesis",21,1182,309,17062,0.981010492356089,1,1
"group2","pathway_id","941 Flavonoid biosynthesis",24,1179,336,17035,1.03205500629655,0.829012600464606,1
"group2","pathway_id","942 Anthocyanin biosynthesis",30,1173,477,16894,0.905810812938941,0.713956798467825,1
"group2","pathway_id","944 Flavone and flavonol biosynthesis",12,1191,100,17271,1.74008070236096,0.0797269133655383,0.461106208264195
"group2","pathway_id","945 Stilbenoid, diarylheptanoid and gingerol biosynthesis",30,1173,477,16894,0.905810812938941,0.713956798467825,1
"group2","pathway_id","950 Isoquinoline alkaloid biosynthesis",48,1155,749,16622,0.922274911180503,0.658849355640526,1
"group2","pathway_id","960 Tropane, piperidine and pyridine alkaloid biosynthesis",27,1176,372,16999,1.04916221096743,0.758163677128607,1
"group2","pathway_id","965 Betalain biosynthesis",18,1185,239,17132,1.08880880572057,0.701331610813939,1
"group2","pathway_id","970 Aminoacyl-tRNA biosynthesis",69,1134,1193,16178,0.82516014852538,0.13859588262732,0.634319307260867
"group2","pathway_id","980 Metabolism of xenobiotics by cytochrome P450",6,1197,81,17290,1.06998757009379,0.825964880204166,1
"group2","pathway_id","981 Insect hormone biosynthesis",24,1179,394,16977,0.877126115710843,0.615195539660367,1
"group2","pathway_id","982 Drug metabolism - cytochrome P450",6,1197,81,17290,1.06998757009379,0.825964880204166,1
"group2","pathway_id","983 Drug metabolism - other enzymes",21,1182,363,17008,0.832429130773159,0.464373909935155,1
"group2","go_id","GO:0000104 succinate dehydrogenase activity",6,969,105,14285,0.842403124612066,0.845538908507697,1
"group2","go_id","GO:0000105 histidine biosynthetic process",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0000154 rRNA modification",0,975,51,14339,0,0.0760833495218005,0.443536851272789
"group2","go_id","GO:0000210 NAD+ diphosphatase activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0000286 alanine dehydrogenase activity",0,975,1,14389,0,1,1
"group2","go_id","GO:0003676 nucleic acid binding",6,969,118,14272,0.74891157040404,0.709328745240829,1
"group2","go_id","GO:0003677 DNA binding",3,972,53,14337,0.834909163495472,1,1
"group2","go_id","GO:0003678 DNA helicase activity",3,972,53,14337,0.834909163495472,1,1
"group2","go_id","GO:0003723 RNA binding",6,969,95,14295,0.931728494038729,1,1
"group2","go_id","GO:0003824 catalytic activity",12,963,155,14235,1.14439618131031,0.630744226606068,1
"group2","go_id","GO:0003841 1-acylglycerol-3-phosphate O-acyltransferase activity",6,969,100,14290,0.88483309585985,1,1
"group2","go_id","GO:0003848 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity",3,972,22,14368,2.0155942973171,0.209365073040894,0.759648694155315
"group2","go_id","GO:0003852 2-isopropylmalate synthase activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0003856 3-dehydroquinate synthase activity",3,972,71,14319,0.622455100954436,0.629788268161451,1
"group2","go_id","GO:0003857 3-hydroxyacyl-CoA dehydrogenase activity",0,975,5,14385,0,1,1
"group2","go_id","GO:0003861 3-isopropylmalate dehydratase activity",6,969,34,14356,2.61416597969363,0.0388728272326013,0.302151635878033
"group2","go_id","GO:0003862 3-isopropylmalate dehydrogenase activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0003871 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity",3,972,53,14337,0.834909163495472,1,1
"group2","go_id","GO:0003872 6-phosphofructokinase activity",0,975,1,14389,0,1,1
"group2","go_id","GO:0003879 ATP phosphoribosyltransferase activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0003883 CTP synthase activity",3,972,53,14337,0.834909163495472,1,1
"group2","go_id","GO:0003887 DNA-directed DNA polymerase activity",24,951,396,13994,0.891821437443695,0.684518098967966,1
"group2","go_id","GO:0003896 DNA primase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0003899 DNA-directed RNA polymerase activity",12,963,208,14182,0.849630457084438,0.677037276088506,1
"group2","go_id","GO:0003919 FMN adenylyltransferase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0003922 GMP synthase (glutamine-hydrolyzing) activity",3,972,50,14340,0.885188872902562,1,1
"group2","go_id","GO:0003934 GTP cyclohydrolase I activity",0,975,17,14373,0,0.621910038808239,1
"group2","go_id","GO:0003935 GTP cyclohydrolase II activity",0,975,1,14389,0,1,1
"group2","go_id","GO:0003937 IMP cyclohydrolase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0003938 IMP dehydrogenase activity",3,972,100,14290,0.441066056236996,0.218855579383777,0.773970950179515
"group2","go_id","GO:0003939 L-iditol 2-dehydrogenase activity",0,975,6,14384,0,1,1
"group2","go_id","GO:0003941 L-serine ammonia-lyase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0003942 N-acetyl-gamma-glutamyl-phosphate reductase activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0003949 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0003951 NAD+ kinase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0003961 O-acetylhomoserine aminocarboxypropyltransferase activity",12,963,36,14354,4.96739909506803,3.29828951972451e-05,0.000881389630051929
"group2","go_id","GO:0003962 cystathionine gamma-synthase activity",0,975,14,14376,0,1,1
"group2","go_id","GO:0003977 UDP-N-acetylglucosamine diphosphorylase activity",3,972,51,14339,0.867771812249043,1,1
"group2","go_id","GO:0003978 UDP-glucose 4-epimerase activity",3,972,96,14294,0.459571812530849,0.215771835852385,0.772180538666257
"group2","go_id","GO:0003979 UDP-glucose 6-dehydrogenase activity",3,972,3,14387,14.7937728042357,0.004406191463391,0.0601905483114718
"group2","go_id","GO:0003983 UTP:glucose-1-phosphate uridylyltransferase activity",3,972,53,14337,0.834909163495472,1,1
"group2","go_id","GO:0003984 acetolactate synthase activity",6,969,34,14356,2.61416597969363,0.0388728272326013,0.302151635878033
"group2","go_id","GO:0003985 acetyl-CoA C-acetyltransferase activity",0,975,32,14358,0,0.264704886109827,0.834698180919963
"group2","go_id","GO:0003988 acetyl-CoA C-acyltransferase activity",0,975,32,14358,0,0.264704886109827,0.834698180919963
"group2","go_id","GO:0003989 acetyl-CoA carboxylase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0003991 acetylglutamate kinase activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0003992 acetylornithine transaminase activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0003994 aconitate hydratase activity",3,972,16,14374,2.77263789098884,0.115765894220842,0.583772642896009
"group2","go_id","GO:0003999 adenine phosphoribosyltransferase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004000 adenosine deaminase activity",3,972,0,14390,Inf,0.000254778935772909,0.00518192046591455
"group2","go_id","GO:0004003 ATP-dependent DNA helicase activity",0,975,1,14389,0,1,1
"group2","go_id","GO:0004013 adenosylhomocysteinase activity",0,975,30,14360,0,0.259065305055953,0.822582898360662
"group2","go_id","GO:0004016 adenylate cyclase activity",1,974,40,14350,0.3683422787795,0.517835835036218,1
"group2","go_id","GO:0004017 adenylate kinase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004018 adenylosuccinate lyase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004019 adenylosuccinate synthase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004022 alcohol dehydrogenase activity",6,969,81,14309,1.09380718043307,0.823661496524005,1
"group2","go_id","GO:0004029 aldehyde dehydrogenase (NAD) activity",0,975,16,14374,0,0.620039508831438,1
"group2","go_id","GO:0004035 alkaline phosphatase activity",0,975,3,14387,0,1,1
"group2","go_id","GO:0004038 allantoinase activity",0,975,6,14384,0,1,1
"group2","go_id","GO:0004044 amidophosphoribosyltransferase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004048 anthranilate phosphoribosyltransferase activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0004049 anthranilate synthase activity",6,969,39,14351,2.27843622516401,0.0633653285616728,0.410584898874839
"group2","go_id","GO:0004055 argininosuccinate synthase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004056 argininosuccinate lyase activity",3,972,53,14337,0.834909163495472,1,1
"group2","go_id","GO:0004065 arylsulfatase activity",0,975,7,14383,0,1,1
"group2","go_id","GO:0004066 asparagine synthase (glutamine-hydrolyzing) activity",0,975,11,14379,0,1,1
"group2","go_id","GO:0004067 asparaginase activity",0,975,2,14388,0,1,1
"group2","go_id","GO:0004069 aspartate transaminase activity",18,957,178,14212,1.50168026244364,0.104145560027016,0.551775535830544
"group2","go_id","GO:0004070 aspartate carbamoyltransferase activity",3,972,50,14340,0.885188872902562,1,1
"group2","go_id","GO:0004072 aspartate kinase activity",6,969,104,14286,0.850562784388325,0.845474332884763,1
"group2","go_id","GO:0004073 aspartate-semialdehyde dehydrogenase activity",3,972,51,14339,0.867771812249043,1,1
"group2","go_id","GO:0004075 biotin carboxylase activity",6,969,54,14336,1.64377074131349,0.277940679961596,0.854358378958357
"group2","go_id","GO:0004077 biotin-[acetyl-CoA-carboxylase] ligase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004081 bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity",3,972,14,14376,3.16890630368537,0.0890822893268705,0.498717117575837
"group2","go_id","GO:0004084 branched-chain-amino-acid transaminase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004088 carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity",6,969,105,14285,0.842403124612066,0.845538908507697,1
"group2","go_id","GO:0004089 carbonate dehydratase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004103 choline kinase activity",0,975,10,14380,0,1,1
"group2","go_id","GO:0004105 choline-phosphate cytidylyltransferase activity",0,975,10,14380,0,1,1
"group2","go_id","GO:0004106 chorismate mutase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004107 chorismate synthase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004108 citrate (Si)-synthase activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0004121 cystathionine beta-lyase activity",0,975,6,14384,0,1,1
"group2","go_id","GO:0004122 cystathionine beta-synthase activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0004123 cystathionine gamma-lyase activity",6,969,20,14370,4.44814448042076,0.00493817247505533,0.0652658824230237
"group2","go_id","GO:0004124 cysteine synthase activity",0,975,35,14355,0,0.168638502242648,0.683943328318181
"group2","go_id","GO:0004127 cytidylate kinase activity",0,975,2,14388,0,1,1
"group2","go_id","GO:0004129 cytochrome-c oxidase activity",3,972,23,14367,1.92787362688562,0.226343635633764,0.781106873435114
"group2","go_id","GO:0004131 cytosine deaminase activity",0,975,9,14381,0,1,1
"group2","go_id","GO:0004134 4-alpha-glucanotransferase activity",6,969,103,14287,0.858880861089301,1,1
"group2","go_id","GO:0004139 deoxyribose-phosphate aldolase activity",0,975,9,14381,0,1,1
"group2","go_id","GO:0004140 dephospho-CoA kinase activity",3,972,70,14320,0.631391679417989,0.628669253005242,1
"group2","go_id","GO:0004145 diamine N-acetyltransferase activity",0,975,1,14389,0,1,1
"group2","go_id","GO:0004146 dihydrofolate reductase activity",3,972,51,14339,0.867771812249043,1,1
"group2","go_id","GO:0004148 dihydrolipoyl dehydrogenase activity",0,975,32,14358,0,0.264704886109827,0.834698180919963
"group2","go_id","GO:0004150 dihydroneopterin aldolase activity",3,972,15,14375,2.95747588000316,0.102074925780671,0.543163231516041
"group2","go_id","GO:0004151 dihydroorotase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004156 dihydropteroate synthase activity",0,975,23,14367,0,0.397505167765256,1
"group2","go_id","GO:0004160 dihydroxy-acid dehydratase activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0004163 diphosphomevalonate decarboxylase activity",0,975,27,14363,0,0.413626438707117,1
"group2","go_id","GO:0004170 dUTP diphosphatase activity",3,972,54,14336,0.819390586004739,1,1
"group2","go_id","GO:0004179 membrane alanyl aminopeptidase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004308 exo-alpha-sialidase activity",0,975,58,14332,0,0.051363012920619,0.356136345269671
"group2","go_id","GO:0004309 exopolyphosphatase activity",3,972,79,14311,0.559107423803977,0.491274241612349,1
"group2","go_id","GO:0004311 farnesyltranstransferase activity",3,972,49,14341,0.903316711630242,1,1
"group2","go_id","GO:0004316 3-oxoacyl-[acyl-carrier-protein] reductase activity",0,975,35,14355,0,0.168638502242648,0.683943328318181
"group2","go_id","GO:0004317 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity",3,972,47,14343,0.941886100347596,1,1
"group2","go_id","GO:0004318 enoyl-[acyl-carrier-protein] reductase (NADH) activity",3,972,47,14343,0.941886100347596,1,1
"group2","go_id","GO:0004322 ferroxidase activity",3,972,53,14337,0.834909163495472,1,1
"group2","go_id","GO:0004326 tetrahydrofolylpolyglutamate synthase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004329 formate-tetrahydrofolate ligase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004332 fructose-bisphosphate aldolase activity",3,972,51,14339,0.867771812249043,1,1
"group2","go_id","GO:0004335 galactokinase activity",3,972,31,14359,1.42955624857909,0.474591175474233,1
"group2","go_id","GO:0004340 glucokinase activity",0,975,7,14383,0,1,1
"group2","go_id","GO:0004342 glucosamine-6-phosphate deaminase activity",0,975,62,14328,0,0.0327436841343703,0.264041029991035
"group2","go_id","GO:0004345 glucose-6-phosphate dehydrogenase activity",3,972,51,14339,0.867771812249043,1,1
"group2","go_id","GO:0004347 glucose-6-phosphate isomerase activity",3,972,52,14338,0.85102454152443,1,1
"group2","go_id","GO:0004349 glutamate 5-kinase activity",1,974,49,14341,0.300500450181526,0.374339695274519,0.998613154674052
"group2","go_id","GO:0004350 glutamate-5-semialdehyde dehydrogenase activity",3,972,53,14337,0.834909163495472,1,1
"group2","go_id","GO:0004354 glutamate dehydrogenase (NADP+) activity",3,972,17,14373,2.60918678639837,0.130098372608853,0.605967101935128
"group2","go_id","GO:0004355 glutamate synthase (NADPH) activity",6,969,34,14356,2.61416597969363,0.0388728272326013,0.302151635878033
"group2","go_id","GO:0004356 glutamate-ammonia ligase activity",6,969,104,14286,0.850562784388325,0.845474332884763,1
