pathway_id	pathway_name	ec_number	ec_name	product
240	Pyrimidine metabolism	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)
240	Pyrimidine metabolism	6.3.4.2	CTP synthase	CTP synthase (EC 6.3.4.2)
240	Pyrimidine metabolism	3.5.4.13	dCTP deaminase	Deoxycytidine triphosphate deaminase (EC 3.5.4.13)
240	Pyrimidine metabolism	3.6.1.23	dUTP diphosphatase	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)
240	Pyrimidine metabolism	3.5.2.3	Dihydroorotase	Dihydroorotase (EC 3.5.2.3)
240	Pyrimidine metabolism	2.7.7.7	DNA-directed DNA polymerase	DNA polymerase I (EC 2.7.7.7)
240	Pyrimidine metabolism	2.7.7.7	DNA-directed DNA polymerase	DNA polymerase III alpha subunit (EC 2.7.7.7)
240	Pyrimidine metabolism	2.7.7.7	DNA-directed DNA polymerase	DNA polymerase III beta subunit (EC 2.7.7.7)
240	Pyrimidine metabolism	2.7.7.7	DNA-directed DNA polymerase	DNA polymerase III delta prime subunit (EC 2.7.7.7)
240	Pyrimidine metabolism	2.7.7.7	DNA-directed DNA polymerase	DNA polymerase III delta subunit (EC 2.7.7.7)
240	Pyrimidine metabolism	2.7.7.7	DNA-directed DNA polymerase	DNA polymerase III subunits gamma and tau (EC 2.7.7.7)
240	Pyrimidine metabolism	2.7.7.7	DNA-directed DNA polymerase	DNA polymerase IV (EC 2.7.7.7)
240	Pyrimidine metabolism	2.7.7.6	DNA-directed RNA polymerase	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)
240	Pyrimidine metabolism	2.7.7.6	DNA-directed RNA polymerase	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)
240	Pyrimidine metabolism	2.7.7.6	DNA-directed RNA polymerase	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)
240	Pyrimidine metabolism	2.7.7.6	DNA-directed RNA polymerase	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)
240	Pyrimidine metabolism	2.7.7.7	DNA-directed DNA polymerase	FIG006036: phage encoded DNA polymerase I (EC 2.7.7.7)
240	Pyrimidine metabolism	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
240	Pyrimidine metabolism	2.4.2.10	Orotate phosphoribosyltransferase	Orotate phosphoribosyltransferase (EC 2.4.2.10)
240	Pyrimidine metabolism	4.1.1.23	Orotidine-5'-phosphate decarboxylase	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)
240	Pyrimidine metabolism	2.7.7.8	Polyribonucleotide nucleotidyltransferase	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)
240	Pyrimidine metabolism	2.7.7.7	DNA-directed DNA polymerase	Ribonuclease HI (EC 3.1.26.4) / DNA polymerase III epsilon subunit (EC 2.7.7.7)
240	Pyrimidine metabolism	1.17.4.1	Ribonucleoside-diphosphate reductase	Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)
240	Pyrimidine metabolism	1.17.4.1	Ribonucleoside-diphosphate reductase	Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)
240	Pyrimidine metabolism	1.17.4.2	Ribonucleoside-triphosphate reductase	Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)
240	Pyrimidine metabolism	4.2.1.70	Pseudouridylate synthase	Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)
240	Pyrimidine metabolism	4.2.1.70	Pseudouridylate synthase	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)
240	Pyrimidine metabolism	1.8.1.9	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)
240	Pyrimidine metabolism	2.7.4.9	dTMP kinase	Thymidylate kinase (EC 2.7.4.9)
240	Pyrimidine metabolism	2.1.1.45	Thymidylate synthase	Thymidylate synthase (EC 2.1.1.45)
240	Pyrimidine metabolism	4.2.1.70	Pseudouridylate synthase	tRNA pseudouridine synthase A (EC 4.2.1.70)
240	Pyrimidine metabolism	4.2.1.70	Pseudouridylate synthase	tRNA pseudouridine synthase B (EC 4.2.1.70)
240	Pyrimidine metabolism	2.4.2.9	Uracil phosphoribosyltransferase	Uracil phosphoribosyltransferase (EC 2.4.2.9)
240	Pyrimidine metabolism	2.4.2.3	Uridine phosphorylase	Uridine phosphorylase (EC 2.4.2.3)
250	Alanine, aspartate and glutamate metabolism	4.3.2.2	Adenylosuccinate lyase	Adenylosuccinate lyase (EC 4.3.2.2)
250	Alanine, aspartate and glutamate metabolism	6.3.4.4	Adenylosuccinate synthase	Adenylosuccinate synthetase (EC 6.3.4.4)
250	Alanine, aspartate and glutamate metabolism	1.4.1.1	Alanine dehydrogenase	Alanine dehydrogenase (EC 1.4.1.1)
250	Alanine, aspartate and glutamate metabolism	2.4.2.14	Amidophosphoribosyltransferase	Amidophosphoribosyltransferase (EC 2.4.2.14)
250	Alanine, aspartate and glutamate metabolism	4.3.2.1	Argininosuccinate lyase	Argininosuccinate lyase (EC 4.3.2.1)
250	Alanine, aspartate and glutamate metabolism	6.3.4.5	Argininosuccinate synthase	Argininosuccinate synthase (EC 6.3.4.5)
250	Alanine, aspartate and glutamate metabolism	6.3.5.4	Asparagine synthase (glutamine-hydrolyzing)	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)
250	Alanine, aspartate and glutamate metabolism	2.6.1.1	Aspartate transaminase	Aspartate aminotransferase (EC 2.6.1.1)
250	Alanine, aspartate and glutamate metabolism	2.1.3.2	Aspartate carbamoyltransferase	Aspartate carbamoyltransferase (EC 2.1.3.2)
250	Alanine, aspartate and glutamate metabolism	2.1.3.2	Aspartate carbamoyltransferase	Aspartate carbamoyltransferase (EC 2.1.3.2) / Aspartate carbamoyltransferase regulatory chain (PyrI)
250	Alanine, aspartate and glutamate metabolism	5.1.1.13	Aspartate racemase	Aspartate racemase (EC 5.1.1.13)
250	Alanine, aspartate and glutamate metabolism	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
250	Alanine, aspartate and glutamate metabolism	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)
250	Alanine, aspartate and glutamate metabolism	2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)
250	Alanine, aspartate and glutamate metabolism	6.3.1.2	Glutamate--ammonia ligase	Glutamine synthetase type I (EC 6.3.1.2)
253	Tetracycline biosynthesis	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
253	Tetracycline biosynthesis	2.1.1.-	Methyltransferases.	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)
253	Tetracycline biosynthesis	6.4.1.2	Acetyl-CoA carboxylase	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
253	Tetracycline biosynthesis	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
253	Tetracycline biosynthesis	2.1.1.-	Methyltransferases.	Dimethyladenosine transferase (EC 2.1.1.-)
253	Tetracycline biosynthesis	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
253	Tetracycline biosynthesis	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
253	Tetracycline biosynthesis	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)
253	Tetracycline biosynthesis	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
253	Tetracycline biosynthesis	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
253	Tetracycline biosynthesis	2.1.1.-	Methyltransferases.	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)
253	Tetracycline biosynthesis	4.2.1.-	Hydro-lyases.	tRNA pseudouridine 13 synthase (EC 4.2.1.-)
260	Glycine, serine and threonine metabolism	1.1.1.1	Alcohol dehydrogenase	Alcohol dehydrogenase (EC 1.1.1.1)
260	Glycine, serine and threonine metabolism	1.1.1.1	Alcohol dehydrogenase	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)
260	Glycine, serine and threonine metabolism	1.2.1.11	Aspartate-semialdehyde dehydrogenase	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
260	Glycine, serine and threonine metabolism	2.7.2.4	Aspartate kinase	Aspartokinase (EC 2.7.2.4)
260	Glycine, serine and threonine metabolism	1.1.1.95	Phosphoglycerate dehydrogenase	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
260	Glycine, serine and threonine metabolism	1.1.1.3	Homoserine dehydrogenase	Homoserine dehydrogenase (EC 1.1.1.3)
260	Glycine, serine and threonine metabolism	2.7.1.39	Homoserine kinase	Homoserine kinase (EC 2.7.1.39)
260	Glycine, serine and threonine metabolism	4.3.1.17	L-serine ammonia-lyase	L-serine dehydratase (EC 4.3.1.17)
260	Glycine, serine and threonine metabolism	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
260	Glycine, serine and threonine metabolism	5.4.2.1	Phosphoglycerate mutase	Phosphoglycerate mutase (EC 5.4.2.1)
260	Glycine, serine and threonine metabolism	3.1.3.3	Phosphoserine phosphatase	Phosphoserine phosphatase (EC 3.1.3.3)
260	Glycine, serine and threonine metabolism	4.2.3.1	Threonine synthase	Threonine synthase (EC 4.2.3.1)
260	Glycine, serine and threonine metabolism	4.2.1.20	Tryptophan synthase	Tryptophan synthase beta chain (EC 4.2.1.20)
270	Cysteine and methionine metabolism	2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)
270	Cysteine and methionine metabolism	3.2.2.16	Methylthioadenosine nucleosidase	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) / S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)
270	Cysteine and methionine metabolism	3.2.2.9	Adenosylhomocysteine nucleosidase	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) / S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)
270	Cysteine and methionine metabolism	3.3.1.1	Adenosylhomocysteinase	Adenosylhomocysteinase (EC 3.3.1.1)
270	Cysteine and methionine metabolism	2.6.1.1	Aspartate transaminase	Aspartate aminotransferase (EC 2.6.1.1)
270	Cysteine and methionine metabolism	1.2.1.11	Aspartate-semialdehyde dehydrogenase	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
270	Cysteine and methionine metabolism	2.7.2.4	Aspartate kinase	Aspartokinase (EC 2.7.2.4)
270	Cysteine and methionine metabolism	2.6.1.57	Aromatic-amino-acid transaminase	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)
270	Cysteine and methionine metabolism	2.5.1.47	Cysteine synthase	Cysteine synthase (EC 2.5.1.47)
270	Cysteine and methionine metabolism	2.1.1.37	DNA (cytosine-5-)-methyltransferase	DNA-cytosine methyltransferase (EC 2.1.1.37)
270	Cysteine and methionine metabolism	1.1.1.3	Homoserine dehydrogenase	Homoserine dehydrogenase (EC 1.1.1.3)
270	Cysteine and methionine metabolism	2.3.1.46	Homoserine O-succinyltransferase	Homoserine O-succinyltransferase (EC 2.3.1.46)
270	Cysteine and methionine metabolism	1.1.1.27	L-lactate dehydrogenase	L-lactate dehydrogenase (EC 1.1.1.27)
270	Cysteine and methionine metabolism	4.3.1.17	L-serine ammonia-lyase	L-serine dehydratase (EC 4.3.1.17)
270	Cysteine and methionine metabolism	2.5.1.48	Cystathionine gamma-synthase	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
270	Cysteine and methionine metabolism	2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
270	Cysteine and methionine metabolism	2.5.1.-	Transferring alkyl or aryl groups, other than methyl groups.	Octaprenyl-diphosphate synthase (EC 2.5.1.-) / Dimethylallyltransferase (EC 2.5.1.1) / Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10) / Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)
270	Cysteine and methionine metabolism	2.5.1.6	Methionine adenosyltransferase	S-adenosylmethionine synthetase (EC 2.5.1.6)
270	Cysteine and methionine metabolism	4.4.1.21	S-ribosylhomocysteine lyase	S-ribosylhomocysteine lyase (EC 4.4.1.21) / Autoinducer-2 production protein LuxS
270	Cysteine and methionine metabolism	2.3.1.30	Serine O-acetyltransferase	Serine acetyltransferase (EC 2.3.1.30)
280	Valine, leucine and isoleucine degradation	2.3.1.16	Acetyl-CoA C-acyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
280	Valine, leucine and isoleucine degradation	2.3.1.9	Acetyl-CoA C-acetyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
280	Valine, leucine and isoleucine degradation	6.4.1.3	Propionyl-CoA carboxylase	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
280	Valine, leucine and isoleucine degradation	2.6.1.42	Branched-chain-amino-acid transaminase	Branched-chain amino acid aminotransferase (EC 2.6.1.42)
280	Valine, leucine and isoleucine degradation	2.3.3.10	Hydroxymethylglutaryl-CoA synthase	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)
281	Geraniol degradation	2.3.1.16	Acetyl-CoA C-acyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
290	Valine, leucine and isoleucine biosynthesis	2.6.1.42	Branched-chain-amino-acid transaminase	Branched-chain amino acid aminotransferase (EC 2.6.1.42)
300	Lysine biosynthesis	1.2.1.11	Aspartate-semialdehyde dehydrogenase	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
300	Lysine biosynthesis	2.7.2.4	Aspartate kinase	Aspartokinase (EC 2.7.2.4)
300	Lysine biosynthesis	2.6.1.57	Aromatic-amino-acid transaminase	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)
300	Lysine biosynthesis	1.1.1.3	Homoserine dehydrogenase	Homoserine dehydrogenase (EC 1.1.1.3)
300	Lysine biosynthesis	3.5.1.47	N-acetyldiaminopimelate deacetylase	N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)
300	Lysine biosynthesis	4.2.1.-	Hydro-lyases.	tRNA pseudouridine 13 synthase (EC 4.2.1.-)
300	Lysine biosynthesis	6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)
300	Lysine biosynthesis	6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)
310	Lysine degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
310	Lysine degradation	2.3.1.9	Acetyl-CoA C-acetyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
310	Lysine degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
310	Lysine degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
310	Lysine degradation	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
330	Arginine and proline metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
330	Arginine and proline metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
330	Arginine and proline metabolism	4.3.2.1	Argininosuccinate lyase	Argininosuccinate lyase (EC 4.3.2.1)
330	Arginine and proline metabolism	6.3.4.5	Argininosuccinate synthase	Argininosuccinate synthase (EC 6.3.4.5)
330	Arginine and proline metabolism	2.6.1.1	Aspartate transaminase	Aspartate aminotransferase (EC 2.6.1.1)
330	Arginine and proline metabolism	1.2.1.41	Glutamate-5-semialdehyde dehydrogenase	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)
330	Arginine and proline metabolism	2.7.2.11	Glutamate 5-kinase	Glutamate 5-kinase (EC 2.7.2.11)
330	Arginine and proline metabolism	6.3.1.2	Glutamate--ammonia ligase	Glutamine synthetase type I (EC 6.3.1.2)
330	Arginine and proline metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
330	Arginine and proline metabolism	1.5.1.2	Pyrroline-5-carboxylate reductase	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)
330	Arginine and proline metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
340	Histidine metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
340	Histidine metabolism	2.1.1.-	Methyltransferases.	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)
340	Histidine metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
340	Histidine metabolism	2.1.1.-	Methyltransferases.	Dimethyladenosine transferase (EC 2.1.1.-)
340	Histidine metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
340	Histidine metabolism	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)
340	Histidine metabolism	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
340	Histidine metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
340	Histidine metabolism	2.1.1.-	Methyltransferases.	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)
350	Tyrosine metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
350	Tyrosine metabolism	2.1.1.-	Methyltransferases.	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)
350	Tyrosine metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
350	Tyrosine metabolism	1.1.1.1	Alcohol dehydrogenase	Alcohol dehydrogenase (EC 1.1.1.1)
350	Tyrosine metabolism	1.1.1.1	Alcohol dehydrogenase	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)
350	Tyrosine metabolism	2.6.1.1	Aspartate transaminase	Aspartate aminotransferase (EC 2.6.1.1)
350	Tyrosine metabolism	2.6.1.57	Aromatic-amino-acid transaminase	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)
350	Tyrosine metabolism	2.1.1.-	Methyltransferases.	Dimethyladenosine transferase (EC 2.1.1.-)
350	Tyrosine metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
350	Tyrosine metabolism	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)
350	Tyrosine metabolism	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
350	Tyrosine metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
350	Tyrosine metabolism	2.1.1.-	Methyltransferases.	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)
350	Tyrosine metabolism	4.2.1.-	Hydro-lyases.	tRNA pseudouridine 13 synthase (EC 4.2.1.-)
360	Phenylalanine metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
360	Phenylalanine metabolism	2.1.1.-	Methyltransferases.	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)
360	Phenylalanine metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
360	Phenylalanine metabolism	2.6.1.1	Aspartate transaminase	Aspartate aminotransferase (EC 2.6.1.1)
360	Phenylalanine metabolism	2.6.1.57	Aromatic-amino-acid transaminase	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)
360	Phenylalanine metabolism	2.1.1.-	Methyltransferases.	Dimethyladenosine transferase (EC 2.1.1.-)
360	Phenylalanine metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Phosphinothricin N-acetyltransferase (EC 2.3.1.-)
360	Phenylalanine metabolism	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)
360	Phenylalanine metabolism	2.1.1.-	Methyltransferases.	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)
360	Phenylalanine metabolism	2.3.1.-	Transferring groups other than amino-acyl groups.	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
360	Phenylalanine metabolism	2.1.1.-	Methyltransferases.	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)
361	gamma-Hexachlorocyclohexane degradation	2.5.1.-	Transferring alkyl or aryl groups, other than methyl groups.	Octaprenyl-diphosphate synthase (EC 2.5.1.-) / Dimethylallyltransferase (EC 2.5.1.1) / Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10) / Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)
362	Benzoate degradation via hydroxylation	2.3.1.-	Transferring groups other than amino-acyl groups.	[Acyl-carrier-protein] acetyl transferase of FASI (EC 2.3.1.38) / Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9) / 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase of FASI (EC 4.2.1.61) / [Acyl-carrier-protein] malonyl transferase of FASI (EC 2.3.1.39) / [Acyl-carrier-protein] palmitoyl transferase of FASI (EC 2.3.1.-) / Acyl carrier protein of FASI / 3-oxoacyl-[acyl-carrier-protein] reductase of FASI (EC 1.1.1.100) / 3-oxoacyl-[acyl-carrier-protein] synthase of FASI (EC 2.3.1.41)
362	Benzoate degradation via hydroxylation	2.3.1.16	Acetyl-CoA C-acyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
362	Benzoate degradation via hydroxylation	2.3.1.9	Acetyl-CoA C-acetyltransferase	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
362	Benzoate degradation via hydroxylation	2.3.1.-	Transferring groups other than amino-acyl groups.	Acetyltransferase (EC 2.3.1.-)
362	Benzoate degradation via hydroxylation	1.2.1.10	Acetaldehyde dehydrogenase (acetylating)	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)
362	Benzoate degradation via hydroxylation	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
