go_id	go_term	product
GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)
GO:0004645	phosphorylase activity	Glycogen phosphorylase (EC 2.4.1.1)
GO:0004647	phosphoserine phosphatase activity	Phosphoserine phosphatase (EC 3.1.3.3)
GO:0004654	polyribonucleotide nucleotidyltransferase activity	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)
GO:0004658	propionyl-CoA carboxylase activity	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
GO:0004664	prephenate dehydratase activity	Prephenate dehydratase (EC 4.2.1.51)
GO:0004725	protein tyrosine phosphatase activity	Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)
GO:0004730	pseudouridylate synthase activity	tRNA pseudouridine 13 synthase (EC 4.2.1.-)
GO:0004730	pseudouridylate synthase activity	tRNA pseudouridine synthase A (EC 4.2.1.70)
GO:0004735	pyrroline-5-carboxylate reductase activity	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)
GO:0004743	pyruvate kinase activity	Pyruvate kinase (EC 2.7.1.40)
GO:0004747	ribokinase activity	Ribokinase (EC 2.7.1.15)
GO:0004748	ribonucleoside-diphosphate reductase activity	Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)
GO:0004748	ribonucleoside-diphosphate reductase activity	Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)
GO:0004749	ribose phosphate diphosphokinase activity	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)
GO:0004750	ribulose-phosphate 3-epimerase activity	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
GO:0004751	ribose-5-phosphate isomerase activity	Ribose 5-phosphate isomerase A (EC 5.3.1.6)
GO:0004788	thiamin diphosphokinase activity	Thiamin pyrophosphokinase (EC 2.7.6.2)
GO:0004789	thiamin-phosphate diphosphorylase activity	Hydroxymethylpyrimidine phosphate synthase ThiC / Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
GO:0004789	thiamin-phosphate diphosphorylase activity	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
GO:0004791	thioredoxin-disulfide reductase activity	Thioredoxin reductase (EC 1.8.1.9)
GO:0004795	threonine synthase activity	Threonine synthase (EC 4.2.3.1)
GO:0004798	thymidylate kinase activity	Thymidylate kinase (EC 2.7.4.9)
GO:0004799	thymidylate synthase activity	Thymidylate synthase (EC 2.1.1.45)
GO:0004801	transaldolase activity	Transaldolase (EC 2.2.1.2)
GO:0004802	transketolase activity	Transketolase (EC 2.2.1.1)
GO:0004807	triose-phosphate isomerase activity	Triosephosphate isomerase (EC 5.3.1.1)
GO:0004811	tRNA isopentenyltransferase activity	tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.8)
GO:0004813	alanine-tRNA ligase activity	Alanyl-tRNA synthetase (EC 6.1.1.7)
GO:0004814	arginine-tRNA ligase activity	Arginyl-tRNA synthetase (EC 6.1.1.19)
GO:0004815	aspartate-tRNA ligase activity	Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)
GO:0004817	cysteine-tRNA ligase activity	Cysteinyl-tRNA synthetase (EC 6.1.1.16)
GO:0004818	glutamate-tRNA ligase activity	glutamyl-Q-tRNA synthetase
GO:0004818	glutamate-tRNA ligase activity	Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)
GO:0004820	glycine-tRNA ligase activity	Glycyl-tRNA synthetase (EC 6.1.1.14)
GO:0004821	histidine-tRNA ligase activity	Histidyl-tRNA synthetase (EC 6.1.1.21)
GO:0004822	isoleucine-tRNA ligase activity	Isoleucyl-tRNA synthetase (EC 6.1.1.5)
GO:0004823	leucine-tRNA ligase activity	Leucyl-tRNA synthetase (EC 6.1.1.4)
GO:0004824	lysine-tRNA ligase activity	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)
GO:0004825	methionine-tRNA ligase activity	Methionyl-tRNA synthetase (EC 6.1.1.10)
GO:0004826	phenylalanine-tRNA ligase activity	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)
GO:0004826	phenylalanine-tRNA ligase activity	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)
GO:0004827	proline-tRNA ligase activity	Prolyl-tRNA synthetase (EC 6.1.1.15)
GO:0004828	serine-tRNA ligase activity	Seryl-tRNA synthetase (EC 6.1.1.11)
GO:0004829	threonine-tRNA ligase activity	Threonyl-tRNA synthetase (EC 6.1.1.3)
GO:0004830	tryptophan-tRNA ligase activity	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)
GO:0004831	tyrosine-tRNA ligase activity	Tyrosyl-tRNA synthetase (EC 6.1.1.1)
GO:0004832	valine-tRNA ligase activity	Valyl-tRNA synthetase (EC 6.1.1.9)
GO:0004834	tryptophan synthase activity	Tryptophan synthase beta chain (EC 4.2.1.20)
GO:0004845	uracil phosphoribosyltransferase activity	Uracil phosphoribosyltransferase (EC 2.4.2.9)
GO:0004850	uridine phosphorylase activity	Uridine phosphorylase (EC 2.4.2.3)
GO:0004856	xylulokinase activity	Xylulose kinase (EC 2.7.1.17)
GO:0005215	transporter activity	ABC transporter permease protein
GO:0005215	transporter activity	Aquaporin Z
GO:0005215	transporter activity	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)
GO:0005215	transporter activity	Ferric iron ABC transporter, permease protein
GO:0005215	transporter activity	Glycerol uptake facilitator protein
GO:0005215	transporter activity	Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)
GO:0005215	transporter activity	Maltose/maltodextrin ABC transporter, permease protein MalF
GO:0005215	transporter activity	Maltose/maltodextrin ABC transporter, permease protein MalG
GO:0005215	transporter activity	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE
GO:0005215	transporter activity	Methionine ABC transporter permease protein
GO:0005215	transporter activity	Multiple sugar ABC transporter, membrane-spanning permease protein MsmF
GO:0005215	transporter activity	Multiple sugar ABC transporter, membrane-spanning permease protein MsmG
GO:0005215	transporter activity	Multiple sugar ABC transporter, substrate-binding protein
GO:0005215	transporter activity	N-Acetyl-D-glucosamine ABC transport system, permease protein 1
GO:0005215	transporter activity	N-Acetyl-D-glucosamine ABC transport system, permease protein 2
GO:0005215	transporter activity	N-Acetyl-D-glucosamine ABC transport system, sugar-binding protein
GO:0005216	ion channel activity	Large-conductance mechanosensitive channel
GO:0005247	voltage-gated chloride channel activity	Chloride channel protein
GO:0005351	sugar:hydrogen ion symporter activity	Phosphocarrier protein of PTS system
GO:0005488	binding	Manganese ABC transporter, periplasmic-binding protein SitA
GO:0005488	binding	Zinc ABC transporter, periplasmic-binding protein ZnuA
GO:0005506	iron ion binding	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
GO:0005506	iron ion binding	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)
GO:0005507	copper ion binding	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)
GO:0005515	protein binding	ClpB protein
GO:0005515	protein binding	Heat shock protein 60 family chaperone GroEL
GO:0005515	protein binding	Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)
GO:0005524	ATP binding	ABC transporter ATP-binding protein
GO:0005524	ATP binding	ABC transporter, ATP-binding protein Vex2
GO:0005524	ATP binding	ABC-transporter (ATP-binding protein) -possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide
GO:0005524	ATP binding	ABC-type multidrug transport system, ATPase component
GO:0005524	ATP binding	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
GO:0005524	ATP binding	ATP-dependent DNA helicase RecG (EC 3.6.1.-)
GO:0005524	ATP binding	ClpB protein
GO:0005524	ATP binding	COG0488: ATPase components of ABC transporters with duplicated ATPase domains
GO:0005524	ATP binding	DNA repair protein RadA
GO:0005524	ATP binding	DNA repair protein RecN
GO:0005524	ATP binding	Excinuclease ABC subunit A
GO:0005524	ATP binding	Excinuclease ABC subunit B
GO:0005524	ATP binding	Exonuclease SbcC
GO:0005524	ATP binding	glutamyl-Q-tRNA synthetase
GO:0005524	ATP binding	Heat shock protein 60 family chaperone GroEL
GO:0005524	ATP binding	Heat shock protein 60 family co-chaperone GroES
GO:0005524	ATP binding	Holliday junction DNA helicase RuvA
GO:0005524	ATP binding	Holliday junction DNA helicase RuvB
GO:0005524	ATP binding	Iron-sulfur cluster assembly ATPase protein SufC
GO:0005524	ATP binding	Manganese ABC transporter, inner membrane permease protein SitD
GO:0005524	ATP binding	Methionine ABC transporter ATP-binding protein
GO:0005524	ATP binding	Phosphate starvation-inducible protein PhoH, predicted ATPase
GO:0005524	ATP binding	Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)
GO:0005524	ATP binding	Replicative DNA helicase (EC 3.6.1.-)
GO:0005524	ATP binding	Topoisomerase IV subunit A (EC 5.99.1.-)
GO:0005524	ATP binding	Topoisomerase IV subunit B (EC 5.99.1.-)
GO:0005524	ATP binding	Transcription termination factor Rho
GO:0005524	ATP binding	Transcription-repair coupling factor
GO:0005524	ATP binding	Zinc ABC transporter, ATP-binding protein ZnuC
GO:0005525	GTP binding	COG0536: GTP-binding protein Obg
GO:0005525	GTP binding	GTP-binding and nucleic acid-binding protein YchF
GO:0005525	GTP binding	GTP-binding protein EngA
GO:0005525	GTP binding	GTP-binding protein Era
GO:0005525	GTP binding	GTP-binding protein HflX
GO:0005525	GTP binding	GTP-binding protein TypA/BipA
GO:0005525	GTP binding	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)
GO:0005525	GTP binding	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)
GO:0005525	GTP binding	Tetracycline resistance protein TetM
GO:0005525	GTP binding	Translation elongation factor G
GO:0005525	GTP binding	Translation elongation factor Tu
GO:0005525	GTP binding	Translation initiation factor 2
GO:0005529	sugar binding	6-phospho-3-hexuloisomerase
GO:0005622	intracellular	A/G-specific adenine glycosylase (EC 3.2.2.-)
GO:0005622	intracellular	COG0536: GTP-binding protein Obg
GO:0005622	intracellular	Excinuclease ABC subunit C
GO:0005622	intracellular	GTP-binding and nucleic acid-binding protein YchF
GO:0005622	intracellular	GTP-binding protein EngA
GO:0005622	intracellular	GTP-binding protein Era
GO:0005622	intracellular	GTP-binding protein HflX
GO:0005622	intracellular	Heat-inducible transcription repressor HrcA
GO:0005622	intracellular	Holliday junction DNA helicase RuvA
GO:0005622	intracellular	LSU ribosomal protein L10p (P0)
GO:0005622	intracellular	LSU ribosomal protein L11p (L12e)
GO:0005622	intracellular	LSU ribosomal protein L13p (L13Ae)
GO:0005622	intracellular	LSU ribosomal protein L14p (L23e)
GO:0005622	intracellular	LSU ribosomal protein L15p (L27Ae)
GO:0005622	intracellular	LSU ribosomal protein L16p (L10e)
GO:0005622	intracellular	LSU ribosomal protein L17p
GO:0005622	intracellular	LSU ribosomal protein L18p (L5e)
GO:0005622	intracellular	LSU ribosomal protein L19p
GO:0005622	intracellular	LSU ribosomal protein L1p (L10Ae)
GO:0005622	intracellular	LSU ribosomal protein L20p
GO:0005622	intracellular	LSU ribosomal protein L21p
GO:0005622	intracellular	LSU ribosomal protein L22p (L17e)
GO:0005622	intracellular	LSU ribosomal protein L25p
GO:0005622	intracellular	LSU ribosomal protein L27p
GO:0005622	intracellular	LSU ribosomal protein L28p
GO:0005622	intracellular	LSU ribosomal protein L29p (L35e)
GO:0005622	intracellular	LSU ribosomal protein L2p (L8e)
GO:0005622	intracellular	LSU ribosomal protein L30p (L7e)
GO:0005622	intracellular	LSU ribosomal protein L31p
GO:0005622	intracellular	LSU ribosomal protein L33p
GO:0005622	intracellular	LSU ribosomal protein L34p
GO:0005622	intracellular	LSU ribosomal protein L35p
GO:0005622	intracellular	LSU ribosomal protein L36p
GO:0005622	intracellular	LSU ribosomal protein L3p (L3e)
GO:0005622	intracellular	LSU ribosomal protein L4p (L1e)
GO:0005622	intracellular	LSU ribosomal protein L5p (L11e)
GO:0005622	intracellular	LSU ribosomal protein L6p (L9e)
GO:0005622	intracellular	LSU ribosomal protein L9p
GO:0005622	intracellular	MSM (multiple sugar metabolism) operon regulatory protein
GO:0005622	intracellular	Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family
GO:0005622	intracellular	SSU ribosomal protein S10p (S20e)
GO:0005622	intracellular	SSU ribosomal protein S11p (S14e)
GO:0005622	intracellular	SSU ribosomal protein S12p (S23e)
GO:0005622	intracellular	SSU ribosomal protein S13p (S18e)
GO:0005622	intracellular	SSU ribosomal protein S14p (S29e)
GO:0005622	intracellular	SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-dependent
GO:0005622	intracellular	SSU ribosomal protein S15p (S13e)
GO:0005622	intracellular	SSU ribosomal protein S16p
GO:0005622	intracellular	SSU ribosomal protein S17p (S11e)
GO:0005622	intracellular	SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent
GO:0005622	intracellular	SSU ribosomal protein S19p (S15e)
GO:0005622	intracellular	SSU ribosomal protein S20p
GO:0005622	intracellular	SSU ribosomal protein S2p (SAe)
GO:0005622	intracellular	SSU ribosomal protein S3p (S3e)
GO:0005622	intracellular	SSU ribosomal protein S4p (S9e)
GO:0005622	intracellular	SSU ribosomal protein S5p (S2e)
GO:0005622	intracellular	SSU ribosomal protein S6p
GO:0005622	intracellular	SSU ribosomal protein S7p (S5e)
GO:0005622	intracellular	SSU ribosomal protein S8p (S15Ae)
GO:0005622	intracellular	SSU ribosomal protein S9p (S16e)
GO:0005622	intracellular	Transcriptional regulator, GntR family
GO:0005694	chromosome	DNA repair protein RecN
GO:0005694	chromosome	Exonuclease SbcC
GO:0005694	chromosome	Topoisomerase IV subunit A (EC 5.99.1.-)
GO:0005694	chromosome	Topoisomerase IV subunit B (EC 5.99.1.-)
GO:0005840	ribosome	LSU ribosomal protein L11p (L12e)
GO:0005840	ribosome	LSU ribosomal protein L13p (L13Ae)
GO:0005840	ribosome	LSU ribosomal protein L14p (L23e)
GO:0005840	ribosome	LSU ribosomal protein L15p (L27Ae)
GO:0005840	ribosome	LSU ribosomal protein L16p (L10e)
GO:0005840	ribosome	LSU ribosomal protein L17p
GO:0005840	ribosome	LSU ribosomal protein L18p (L5e)
GO:0005840	ribosome	LSU ribosomal protein L19p
GO:0005840	ribosome	LSU ribosomal protein L1p (L10Ae)
GO:0005840	ribosome	LSU ribosomal protein L20p
GO:0005840	ribosome	LSU ribosomal protein L21p
GO:0005840	ribosome	LSU ribosomal protein L22p (L17e)
GO:0005840	ribosome	LSU ribosomal protein L25p
GO:0005840	ribosome	LSU ribosomal protein L27p
GO:0005840	ribosome	LSU ribosomal protein L28p
GO:0005840	ribosome	LSU ribosomal protein L29p (L35e)
GO:0005840	ribosome	LSU ribosomal protein L2p (L8e)
GO:0005840	ribosome	LSU ribosomal protein L30p (L7e)
GO:0005840	ribosome	LSU ribosomal protein L31p
GO:0005840	ribosome	LSU ribosomal protein L33p
GO:0005840	ribosome	LSU ribosomal protein L34p
GO:0005840	ribosome	LSU ribosomal protein L35p
GO:0005840	ribosome	LSU ribosomal protein L36p
GO:0005840	ribosome	LSU ribosomal protein L3p (L3e)
GO:0005840	ribosome	LSU ribosomal protein L4p (L1e)
GO:0005840	ribosome	LSU ribosomal protein L5p (L11e)
GO:0005840	ribosome	LSU ribosomal protein L6p (L9e)
GO:0005840	ribosome	LSU ribosomal protein L9p
GO:0005840	ribosome	SSU ribosomal protein S10p (S20e)
GO:0005840	ribosome	SSU ribosomal protein S11p (S14e)
GO:0005840	ribosome	SSU ribosomal protein S12p (S23e)
GO:0005840	ribosome	SSU ribosomal protein S13p (S18e)
GO:0005840	ribosome	SSU ribosomal protein S14p (S29e)
GO:0005840	ribosome	SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-dependent
GO:0005840	ribosome	SSU ribosomal protein S15p (S13e)
GO:0005840	ribosome	SSU ribosomal protein S16p
GO:0005840	ribosome	SSU ribosomal protein S17p (S11e)
GO:0005840	ribosome	SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent
GO:0005840	ribosome	SSU ribosomal protein S19p (S15e)
GO:0005840	ribosome	SSU ribosomal protein S20p
GO:0005840	ribosome	SSU ribosomal protein S2p (SAe)
GO:0005840	ribosome	SSU ribosomal protein S3p (S3e)
GO:0005840	ribosome	SSU ribosomal protein S4p (S9e)
GO:0005840	ribosome	SSU ribosomal protein S5p (S2e)
GO:0005840	ribosome	SSU ribosomal protein S6p
GO:0005840	ribosome	SSU ribosomal protein S7p (S5e)
GO:0005840	ribosome	SSU ribosomal protein S8p (S15Ae)
GO:0005840	ribosome	SSU ribosomal protein S9p (S16e)
GO:0005975	carbohydrate metabolic process	6-phospho-3-hexuloisomerase
GO:0005975	carbohydrate metabolic process	Evolved beta-D-galactosidase, alpha subunit
GO:0005975	carbohydrate metabolic process	Glycogen debranching enzyme (EC 3.2.1.-)
GO:0006118	electron transport	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)
GO:0006118	electron transport	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)
GO:0006118	electron transport	Fumarate reductase subunit C
GO:0006118	electron transport	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)
GO:0006259	DNA metabolic process	Topoisomerase IV subunit A (EC 5.99.1.-)
GO:0006259	DNA metabolic process	Topoisomerase IV subunit B (EC 5.99.1.-)
GO:0006260	DNA replication	DNA primase (EC 2.7.7.-)
GO:0006260	DNA replication	DNA repair protein RadA
GO:0006260	DNA replication	Replicative DNA helicase (EC 3.6.1.-)
GO:0006265	DNA topological change	Topoisomerase IV subunit A (EC 5.99.1.-)
GO:0006265	DNA topological change	Topoisomerase IV subunit B (EC 5.99.1.-)
GO:0006268	DNA unwinding during replication	Topoisomerase IV subunit A (EC 5.99.1.-)
GO:0006268	DNA unwinding during replication	Topoisomerase IV subunit B (EC 5.99.1.-)
GO:0006281	DNA repair	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
GO:0006281	DNA repair	Excinuclease ABC subunit C
GO:0006281	DNA repair	Holliday junction DNA helicase RuvA
GO:0006281	DNA repair	Holliday junction DNA helicase RuvB
GO:0006281	DNA repair	Recombination protein RecR
GO:0006284	base-excision repair	A/G-specific adenine glycosylase (EC 3.2.2.-)
GO:0006289	nucleotide-excision repair	Excinuclease ABC subunit B
GO:0006289	nucleotide-excision repair	Excinuclease ABC subunit C
GO:0006304	DNA modification	DNA primase (EC 2.7.7.-)
GO:0006304	DNA modification	Recombination protein RecR
GO:0006304	DNA modification	Topoisomerase IV subunit B (EC 5.99.1.-)
GO:0006310	DNA recombination	Holliday junction DNA helicase RuvA
GO:0006310	DNA recombination	Holliday junction DNA helicase RuvB
GO:0006310	DNA recombination	Recombination protein RecR
GO:0006352	transcription initiation	RNA polymerase sigma factor RpoD
GO:0006353	transcription termination	Transcription termination factor Rho
GO:0006364	rRNA processing	16S rRNA processing protein RimM
GO:0006364	rRNA processing	Ribosome-binding factor A
GO:0006412	translation	GTP-binding protein TypA/BipA
GO:0006412	translation	LSU ribosomal protein L11p (L12e)
GO:0006412	translation	LSU ribosomal protein L13p (L13Ae)
GO:0006412	translation	LSU ribosomal protein L14p (L23e)
GO:0006412	translation	LSU ribosomal protein L15p (L27Ae)
GO:0006412	translation	LSU ribosomal protein L16p (L10e)
GO:0006412	translation	LSU ribosomal protein L17p
GO:0006412	translation	LSU ribosomal protein L18p (L5e)
GO:0006412	translation	LSU ribosomal protein L19p
GO:0006412	translation	LSU ribosomal protein L1p (L10Ae)
GO:0006412	translation	LSU ribosomal protein L20p
GO:0006412	translation	LSU ribosomal protein L21p
GO:0006412	translation	LSU ribosomal protein L22p (L17e)
GO:0006412	translation	LSU ribosomal protein L25p
GO:0006412	translation	LSU ribosomal protein L27p
GO:0006412	translation	LSU ribosomal protein L28p
GO:0006412	translation	LSU ribosomal protein L29p (L35e)
GO:0006412	translation	LSU ribosomal protein L2p (L8e)
GO:0006412	translation	LSU ribosomal protein L30p (L7e)
GO:0006412	translation	LSU ribosomal protein L31p
GO:0006412	translation	LSU ribosomal protein L32p
GO:0006412	translation	LSU ribosomal protein L33p
GO:0006412	translation	LSU ribosomal protein L34p
GO:0006412	translation	LSU ribosomal protein L35p
GO:0006412	translation	LSU ribosomal protein L36p
GO:0006412	translation	LSU ribosomal protein L3p (L3e)
GO:0006412	translation	LSU ribosomal protein L4p (L1e)
GO:0006412	translation	LSU ribosomal protein L5p (L11e)
GO:0006412	translation	LSU ribosomal protein L6p (L9e)
GO:0006412	translation	LSU ribosomal protein L9p
GO:0006412	translation	Ribosome recycling factor
GO:0006412	translation	SSU ribosomal protein S10p (S20e)
GO:0006412	translation	SSU ribosomal protein S11p (S14e)
GO:0006412	translation	SSU ribosomal protein S12p (S23e)
GO:0006412	translation	SSU ribosomal protein S13p (S18e)
GO:0006412	translation	SSU ribosomal protein S14p (S29e)
GO:0006412	translation	SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-dependent
GO:0006412	translation	SSU ribosomal protein S15p (S13e)
GO:0006412	translation	SSU ribosomal protein S16p
GO:0006412	translation	SSU ribosomal protein S17p (S11e)
GO:0006412	translation	SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent
GO:0006412	translation	SSU ribosomal protein S19p (S15e)
GO:0006412	translation	SSU ribosomal protein S20p
GO:0006412	translation	SSU ribosomal protein S2p (SAe)
GO:0006412	translation	SSU ribosomal protein S3p (S3e)
GO:0006412	translation	SSU ribosomal protein S4p (S9e)
GO:0006412	translation	SSU ribosomal protein S5p (S2e)
GO:0006412	translation	SSU ribosomal protein S6p
GO:0006412	translation	SSU ribosomal protein S7p (S5e)
GO:0006412	translation	SSU ribosomal protein S8p (S15Ae)
GO:0006412	translation	SSU ribosomal protein S9p (S16e)
GO:0006412	translation	Translation elongation factor G
GO:0006412	translation	Translation elongation factor Tu
GO:0006412	translation	Translation initiation factor 2
GO:0006413	translational initiation	Translation initiation factor 1
GO:0006413	translational initiation	Translation initiation factor 2
GO:0006413	translational initiation	Translation initiation factor 3
GO:0006414	translational elongation	Translation elongation factor Ts
GO:0006415	translational termination	Peptide chain release factor 1
GO:0006415	translational termination	Peptide chain release factor 2
GO:0006424	glutamyl-tRNA aminoacylation	glutamyl-Q-tRNA synthetase
GO:0006457	protein folding	Chaperone protein DnaJ
GO:0006457	protein folding	Heat shock protein 60 family co-chaperone GroES
GO:0006457	protein folding	Heat shock protein GrpE
GO:0006508	proteolysis	Inactive homolog of metal-dependent proteases, putative molecular chaperone
GO:0006508	proteolysis	Signal peptidase I (EC 3.4.21.89)
GO:0006605	protein targeting	Preprotein translocase subunit SecE (TC 3.A.5.1.1)
GO:0006605	protein targeting	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)
GO:0006629	lipid metabolic process	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)
GO:0006790	sulfur metabolic process	Sulfur carrier protein ThiS
GO:0006810	transport	ABC transporter ATP-binding protein
GO:0006810	transport	ABC transporter permease protein
GO:0006810	transport	Aquaporin Z
GO:0006810	transport	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)
GO:0006810	transport	Ferric iron ABC transporter, permease protein
GO:0006810	transport	Glycerol uptake facilitator protein
GO:0006810	transport	Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)
GO:0006810	transport	Large-conductance mechanosensitive channel
GO:0006810	transport	Maltose/maltodextrin ABC transporter, permease protein MalF
GO:0006810	transport	Maltose/maltodextrin ABC transporter, permease protein MalG
GO:0006810	transport	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE
GO:0006810	transport	Manganese ABC transporter, inner membrane permease protein SitD
GO:0006810	transport	Methionine ABC transporter permease protein
GO:0006810	transport	Multiple sugar ABC transporter, membrane-spanning permease protein MsmF
GO:0006810	transport	Multiple sugar ABC transporter, membrane-spanning permease protein MsmG
GO:0006810	transport	Multiple sugar ABC transporter, substrate-binding protein
GO:0006810	transport	N-Acetyl-D-glucosamine ABC transport system, permease protein 1
GO:0006810	transport	N-Acetyl-D-glucosamine ABC transport system, permease protein 2
GO:0006810	transport	N-Acetyl-D-glucosamine ABC transport system, sugar-binding protein
GO:0006813	potassium ion transport	Kup system potassium uptake protein
GO:0006813	potassium ion transport	Transcriptional regulator, GntR family
GO:0006821	chloride transport	Chloride channel protein
GO:0006886	intracellular protein transport	Preprotein translocase subunit SecE (TC 3.A.5.1.1)
GO:0008026	ATP-dependent helicase activity	ATP-dependent DNA helicase RecG (EC 3.6.1.-)
GO:0008026	ATP-dependent helicase activity	Transcription-repair coupling factor
GO:0008033	tRNA processing	tRNA pseudouridine 13 synthase (EC 4.2.1.-)
GO:0008080	N-acetyltransferase activity	Histone acetyltransferase HPA2 and related acetyltransferases
GO:0008080	N-acetyltransferase activity	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)
GO:0008097	5S rRNA binding	LSU ribosomal protein L25p
GO:0008152	metabolic process	Cardiolipin synthetase (EC 2.7.8.-)
GO:0008152	metabolic process	Fumarylacetoacetate hydrolase family protein
GO:0008152	metabolic process	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)
GO:0008176	tRNA (guanine-N7-)-methyltransferase activity	tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33)
GO:0008236	serine-type peptidase activity	Signal peptidase I (EC 3.4.21.89)
GO:0008270	zinc ion binding	DNA primase (EC 2.7.7.-)
GO:0008270	zinc ion binding	tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)
GO:0008324	cation transmembrane transporter activity	Transcriptional regulator, GntR family
GO:0008423	bleomycin hydrolase activity	Aminopeptidase C (EC 3.4.22.40)
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)
GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)
GO:0008450	O-sialoglycoprotein endopeptidase activity	Inactive homolog of metal-dependent proteases, putative molecular chaperone
GO:0008451	X-Pro aminopeptidase activity	Xaa-Pro aminopeptidase (EC 3.4.11.9)
GO:0008460	dTDP-glucose 4,6-dehydratase activity	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)
GO:0008462	endopeptidase Clp activity	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)
GO:0008477	purine nucleosidase activity	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)
GO:0008479	queuine tRNA-ribosyltransferase activity	tRNA-guanine transglycosylase (EC 2.4.2.29)
GO:0008531	riboflavin kinase activity	Riboflavin kinase (EC 2.7.1.26) / FMN adenylyltransferase (EC 2.7.7.2)
GO:0008643	carbohydrate transport	L-fucose mutarotase
